run_id,simulation_id,model,seed,scale_plume_factor,scale_mass_factor,plume_prior_mean,logm_prior_mean,plume_estimate,logm_estimate,best_posterior,runtime_sec,runs,restarts,T0,alpha,T_end,likelihood_sigma,print_every
39,0,sa,20251163,2.5,1.5,18750.0,25.04075395048272,7830.641168034013,24.612394584443923,,,1000,0,1.0,0.999,0.01,0.6,100
40,0,sa,20251164,2.5,1.5,18750.0,25.04075395048272,7905.41621746293,24.62009447199515,,,1000,4,1.0,0.999,0.01,0.6,100
21,0,sa,20251145,2.5,2.0,18750.0,25.328436022934504,8814.812532447344,24.672583059557883,,,100,0,1.0,0.999,0.01,0.6,10
22,0,sa,20251146,2.5,2.0,18750.0,25.328436022934504,8294.935268265332,24.681745504873856,,,100,4,1.0,0.999,0.01,0.6,10
23,0,sa,20251147,2.5,2.0,18750.0,25.328436022934504,8063.775159841215,24.617296120917345,,,1000,0,1.0,0.999,0.01,0.6,100
24,0,sa,20251148,2.5,2.0,18750.0,25.328436022934504,7840.262969230887,24.583081292544236,,,1000,4,1.0,0.999,0.01,0.6,100
5,0,sa,20251129,2.5,2.5,18750.0,25.551579574248713,15427.978488680812,24.92676075373319,,,100,0,1.0,0.999,0.01,0.6,10
6,0,sa,20251130,2.5,2.5,18750.0,25.551579574248713,8149.1438025939615,24.54841018854846,,,100,4,1.0,0.999,0.01,0.6,10
7,0,sa,20251131,2.5,2.5,18750.0,25.551579574248713,7991.519035005129,24.631162311232803,,,1000,0,1.0,0.999,0.01,0.6,100
8,0,sa,20251132,2.5,2.5,18750.0,25.551579574248713,7653.113891601609,24.590782793312883,,,1000,4,1.0,0.999,0.01,0.6,100
